title,description,link,publish_date
Valentina Sampaio becomes Sports Illustrated's first trans model ,"She is no stranger to making history. In 2017 she became the first trans woman to appear on the cover of Vogue Paris. Two years later, she was the first openly transgender model to be hired by Victoria's Secret. Now in 2020, 23-year-old Valentina Sampaio continues to break barriers in the modeling industry by becoming the first trans woman to be featured by Sports Illustrated Swimsuit Issue.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YpGFcWx-I-0:55LKEJ_zFsw:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YpGFcWx-I-0:55LKEJ_zFsw:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YpGFcWx-I-0:55LKEJ_zFsw:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=YpGFcWx-I-0:55LKEJ_zFsw:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YpGFcWx-I-0:55LKEJ_zFsw:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=YpGFcWx-I-0:55LKEJ_zFsw:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=YpGFcWx-I-0:55LKEJ_zFsw:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/YpGFcWx-I-0"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/YpGFcWx-I-0/index.html,"<pubDate>Sat, 11 Jul 2020 09:49:02 GMT</pubDate>"
'Soda bombs' and 'pizza security': The lessons of making a car for Domino's,"In 2012, Domino's enlisted the automaker Local Motors, where Nicholas de Peyer worked, to reinvent pizza delivery. He spent the next 18 months obsessed with making the ultimate pizza delivery car, and by the end of it, discovered that the best solution wasn't about the pizza.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gFaVaIi34Pk:Dl58B43J_XQ:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gFaVaIi34Pk:Dl58B43J_XQ:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gFaVaIi34Pk:Dl58B43J_XQ:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=gFaVaIi34Pk:Dl58B43J_XQ:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gFaVaIi34Pk:Dl58B43J_XQ:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=gFaVaIi34Pk:Dl58B43J_XQ:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=gFaVaIi34Pk:Dl58B43J_XQ:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/gFaVaIi34Pk"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/gFaVaIi34Pk/index.html,"<pubDate>Sat, 11 Jul 2020 13:55:54 GMT</pubDate>"
Get ready for an awful earnings season,"Major companies are about to tell investors how they fared during the second quarter as the coronavirus swept over America. And there's no sugarcoating it. To paraphrase the title of a popular children's book: It was a terrible, horrible, no good, very bad three months.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=jCdxED2Lu6U:OSm7wDni1Qc:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=jCdxED2Lu6U:OSm7wDni1Qc:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=jCdxED2Lu6U:OSm7wDni1Qc:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=jCdxED2Lu6U:OSm7wDni1Qc:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=jCdxED2Lu6U:OSm7wDni1Qc:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=jCdxED2Lu6U:OSm7wDni1Qc:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=jCdxED2Lu6U:OSm7wDni1Qc:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/jCdxED2Lu6U"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/jCdxED2Lu6U/index.html,"<pubDate>Sun, 12 Jul 2020 14:50:19 GMT</pubDate>"
Workers demanding union rights plan to walk off the job in nationwide Strike for Black Lives ,"A coalition of Black advocacy groups and labor activists are organizing a nationwide strike to pressure corporations, such as McDonald's, Amazon, Uber and Lyft, to raise wages and allow their workers to form unions.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0p-hRR6tSJc:aX3gC88Aurc:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0p-hRR6tSJc:aX3gC88Aurc:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0p-hRR6tSJc:aX3gC88Aurc:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=0p-hRR6tSJc:aX3gC88Aurc:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0p-hRR6tSJc:aX3gC88Aurc:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0p-hRR6tSJc:aX3gC88Aurc:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=0p-hRR6tSJc:aX3gC88Aurc:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/0p-hRR6tSJc"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/0p-hRR6tSJc/index.html,"<pubDate>Sun, 12 Jul 2020 17:10:22 GMT</pubDate>"
Goya's galling affront to Latinos,"Like most of my friends and family I have Goya products in my cupboard. Adobo, Sazón with Coriander and Anatto, Sofrito (Tomato, though sometimes I'll get the Recaito Cilantro, and black and pink beans.)<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Npd8Oc96afw:O_E4NX-aDNM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Npd8Oc96afw:O_E4NX-aDNM:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Npd8Oc96afw:O_E4NX-aDNM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=Npd8Oc96afw:O_E4NX-aDNM:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Npd8Oc96afw:O_E4NX-aDNM:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Npd8Oc96afw:O_E4NX-aDNM:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=Npd8Oc96afw:O_E4NX-aDNM:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/Npd8Oc96afw"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/Npd8Oc96afw/index.html,"<pubDate>Sun, 12 Jul 2020 13:51:11 GMT</pubDate>"
What a new 'Wonder Years' could offer America,"I had my own ""wonder years"" -- and I bet most of you did, too. The emotional connections triggered by ABC's ""The Wonder Years"" throughout its five-year run (1988-93) were so deeply familiar to those of us who grew up in the 1960s, or even earlier, that it didn't seem to matter that it focused on a White middle-class family on Long Island when Lyndon Johnson's presidency gave way to Richard Nixon's -- even if that setting felt out of step with our lived experience in real life.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Zf_2KPlyvpE:2y-xKs-xXPs:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Zf_2KPlyvpE:2y-xKs-xXPs:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Zf_2KPlyvpE:2y-xKs-xXPs:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=Zf_2KPlyvpE:2y-xKs-xXPs:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Zf_2KPlyvpE:2y-xKs-xXPs:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=Zf_2KPlyvpE:2y-xKs-xXPs:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=Zf_2KPlyvpE:2y-xKs-xXPs:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/Zf_2KPlyvpE"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/Zf_2KPlyvpE/index.html,"<pubDate>Sat, 11 Jul 2020 14:28:29 GMT</pubDate>"
Why Taiwan got it right on Covid (and the US didn't),"Public health professionals around the world have lauded Taiwan's response to the coronavirus pandemic. Along with nearby countries such as South Korea and Singapore, Taiwan has employed policy responses to Covid-19 that are worthy of emulation around the world. Taiwan, in particular, effectively contained Covid-19 by springing to action early, coordinating a government-wide response to the virus, and clearly communicating with its citizenry.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=oEuWVGCRdys:8qnJFUNmAUc:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=oEuWVGCRdys:8qnJFUNmAUc:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=oEuWVGCRdys:8qnJFUNmAUc:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=oEuWVGCRdys:8qnJFUNmAUc:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=oEuWVGCRdys:8qnJFUNmAUc:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=oEuWVGCRdys:8qnJFUNmAUc:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=oEuWVGCRdys:8qnJFUNmAUc:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/oEuWVGCRdys"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/oEuWVGCRdys/index.html,"<pubDate>Fri, 10 Jul 2020 18:43:42 GMT</pubDate>"
"Pro sports starting vast, science-based experiment in Covid re-entry","The surge of Covid-19 cases in the South and Southwest has demonstrated the tragic consequences of a deliberately uninformed, poorly coordinated response to the pandemic.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0kVQafaQuy8:1_C3uRZsHIo:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0kVQafaQuy8:1_C3uRZsHIo:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0kVQafaQuy8:1_C3uRZsHIo:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=0kVQafaQuy8:1_C3uRZsHIo:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0kVQafaQuy8:1_C3uRZsHIo:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=0kVQafaQuy8:1_C3uRZsHIo:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=0kVQafaQuy8:1_C3uRZsHIo:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/0kVQafaQuy8"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/0kVQafaQuy8/index.html,"<pubDate>Fri, 10 Jul 2020 21:52:29 GMT</pubDate>"
I teach public school. I don't want to die,"I am a public school teacher and I don't want to die. As the question of whether and how to reopen schools in the fall intensifies, with parents and especially politicians expressing their opinions, I want to ask: Has anyone asked what we want to do in the fall?<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=xtueNbKpBOw:4xfiG3zRRiY:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=xtueNbKpBOw:4xfiG3zRRiY:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=xtueNbKpBOw:4xfiG3zRRiY:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=xtueNbKpBOw:4xfiG3zRRiY:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=xtueNbKpBOw:4xfiG3zRRiY:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=xtueNbKpBOw:4xfiG3zRRiY:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=xtueNbKpBOw:4xfiG3zRRiY:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/xtueNbKpBOw"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/xtueNbKpBOw/index.html,"<pubDate>Fri, 10 Jul 2020 10:12:48 GMT</pubDate>"
How to decide who gets the Covid-19 vaccine first,"Last month, Moderna Health announced advancements in Covid-19 vaccine trials, prompting speculation that a vaccine might be available as early as next year. But with this increased optimism comes challenges in manufacturing and distribution. Vaccines take time to produce, and the initial supply might not meet US demands. As the race for a Covid-19 vaccine heats up, policymakers must confront a series of pressing questions: Who should get the vaccine first, and how should that decision be made?<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=L7WTpTQFeZM:jewc8g8Hfx0:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=L7WTpTQFeZM:jewc8g8Hfx0:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=L7WTpTQFeZM:jewc8g8Hfx0:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=L7WTpTQFeZM:jewc8g8Hfx0:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=L7WTpTQFeZM:jewc8g8Hfx0:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=L7WTpTQFeZM:jewc8g8Hfx0:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=L7WTpTQFeZM:jewc8g8Hfx0:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/L7WTpTQFeZM"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/L7WTpTQFeZM/index.html,"<pubDate>Fri, 10 Jul 2020 16:00:23 GMT</pubDate>"
What's behind Roberts' stinging rebuke of Trump,"With Thursday's decisions rejecting President Donald Trump's absolutist legal claim that he stands above the law, Chief Justice John Roberts put the finishing touch on a remarkable Supreme Court term defined by his transformation into a powerful voice of judicial independence -- or, at least, unpredictability.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=hDhWqcG2Mo4:29IbPS5Qyq8:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=hDhWqcG2Mo4:29IbPS5Qyq8:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=hDhWqcG2Mo4:29IbPS5Qyq8:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=hDhWqcG2Mo4:29IbPS5Qyq8:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=hDhWqcG2Mo4:29IbPS5Qyq8:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=hDhWqcG2Mo4:29IbPS5Qyq8:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=hDhWqcG2Mo4:29IbPS5Qyq8:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/hDhWqcG2Mo4"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/hDhWqcG2Mo4/index.html,"<pubDate>Fri, 10 Jul 2020 00:41:52 GMT</pubDate>"
Refi rates at 2.53% APR (15 yr). Do you qualify?,"<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=8lK1MM87-O4:ocKrpjrNCvA:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=8lK1MM87-O4:ocKrpjrNCvA:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=8lK1MM87-O4:ocKrpjrNCvA:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=8lK1MM87-O4:ocKrpjrNCvA:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=8lK1MM87-O4:ocKrpjrNCvA:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=8lK1MM87-O4:ocKrpjrNCvA:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=8lK1MM87-O4:ocKrpjrNCvA:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/8lK1MM87-O4"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/8lK1MM87-O4/,
Pay 0% interest until 2021 with a better card,"<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=-MpbfJ5Z2og:bkUORYHouBc:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=-MpbfJ5Z2og:bkUORYHouBc:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=-MpbfJ5Z2og:bkUORYHouBc:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=-MpbfJ5Z2og:bkUORYHouBc:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=-MpbfJ5Z2og:bkUORYHouBc:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=-MpbfJ5Z2og:bkUORYHouBc:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=-MpbfJ5Z2og:bkUORYHouBc:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/-MpbfJ5Z2og"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/-MpbfJ5Z2og/pay-0-interest-until-2021,
This may be the big winner of the market crash,"<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=KwE80_jkKo8:DHvF0mflXn0:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=KwE80_jkKo8:DHvF0mflXn0:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=KwE80_jkKo8:DHvF0mflXn0:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=KwE80_jkKo8:DHvF0mflXn0:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=KwE80_jkKo8:DHvF0mflXn0:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_topstories?a=KwE80_jkKo8:DHvF0mflXn0:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_topstories?i=KwE80_jkKo8:DHvF0mflXn0:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_topstories/~4/KwE80_jkKo8"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_topstories/~3/KwE80_jkKo8/a-sa-dd-3,
